ID,Main Seed,Main Seeds,Weight(g),TGW(g),ØArea,ØWidth,Min Width,Max Width,ØLength,Min Length,Max Length,Date
BD_01376V6-2,Automatic,48,0.17,3.59,10.2,1.6,1.3,2.5,8.9,7.1,10.5,23/08/2016
BD_01376V6-3,Automatic,50,0.24,4.71,9.8,1.6,1.4,1.7,8.4,6.8,10.7,23/08/2016
BD_01377V6-1,Automatic,38,0.18,4.72,9.7,1.5,1.2,1.6,8.7,7.5,10.1,23/08/2016
BD_01377V6-2,Automatic,50,0.24,4.88,9.6,1.5,1.4,1.6,8.4,7.1,9.8,23/08/2016
BD_01377V6-3,Automatic,50,0.24,4.73,9.5,1.5,1.1,1.7,8.3,6.5,9.3,23/08/2016
BD_01378V6-1,Automatic,50,0.25,5.08,9.6,1.5,1.4,1.7,8.1,6.6,9.3,23/08/2016
BD_01378V6-2,Automatic,46,0.25,5.44,9.8,1.6,1.3,1.9,8.0,6.4,9.2,23/08/2016
BD_01378V6-3,Automatic,51,0.26,5.13,10.1,1.6,1.4,1.7,8.3,7.1,9.6,23/08/2016
BD_01379V6-1,Automatic,49,0.26,5.33,9.4,1.5,1.2,1.6,8.5,7.1,9.9,23/08/2016
BD_01379V6-2,Automatic,50,0.24,4.76,9.1,1.4,1.2,1.7,8.5,6.4,10.6,23/08/2016
BD_01379V6-3,Automatic,50,0.26,5.27,9.6,1.5,1.3,1.7,8.6,6.6,10.8,23/08/2016
BD_01380V6-1,Automatic,50,0.24,4.72,9.4,1.6,1.2,1.8,7.9,7.0,9.4,23/08/2016
BD_01380V6-2,Automatic,51,0.25,4.88,9.7,1.6,1.4,1.8,8.1,6.8,10.1,23/08/2016
BD_01380V6-3,Automatic,50,0.21,4.24,9.7,1.6,1.4,1.7,8.1,6.9,9.8,23/08/2016
BD_01381V6-1,Automatic,50,0.23,4.62,9.7,1.6,1.2,1.8,8.0,6.9,9.4,23/08/2016
BD_01381V6-2,Automatic,50,0.17,3.34,9.7,1.6,1.4,1.8,8.2,7.2,9.3,23/08/2016
BD_01381V6-3,Automatic,50,0.23,4.62,9.3,1.6,1.3,1.7,7.6,6.5,8.8,23/08/2016
BD_01382V6-1,Automatic,50,0.24,4.80,9.4,1.5,1.1,1.8,8.4,6.7,10.2,23/08/2016
BD_01382V6-2,Automatic,50,0.21,4.16,9.3,1.5,1.2,2.0,8.4,7.1,10.4,23/08/2016
BD_01383V6-1,Automatic,50,0.27,5.34,11.1,1.7,1.3,1.9,9.3,6.9,11.6,23/08/2016
BD_01383V6-2,Automatic,50,0.25,5.08,10.8,1.6,1.3,1.8,9.1,7.4,10.3,23/08/2016
BD_01383V6-3,Automatic,50,0.24,4.79,10.1,1.5,1.2,1.9,8.8,6.5,11.3,23/08/2016
BD_01384V6-1,Automatic,50,0.22,4.35,9.7,1.6,1.3,1.8,8.0,6.7,9.1,23/08/2016
BD_01384V6-2,Automatic,50,0.23,4.63,9.7,1.6,1.4,1.8,8.0,6.9,10.1,23/08/2016
BD_01384V6-3,Automatic,49,0.21,4.28,9.2,1.5,1.1,1.8,7.8,6.7,8.8,23/08/2016
BD_01385V6-1,Automatic,50,0.27,5.35,10.2,1.7,1.5,1.8,8.2,6.9,9.2,23/08/2016
BD_01385V6-2,Automatic,50,0.21,4.30,9.1,1.5,1.3,1.7,7.9,7.0,8.8,23/08/2016
BD_01385V6-3,Automatic,50,0.27,5.34,9.9,1.7,1.4,2.0,8.0,7.1,9.4,23/08/2016
BD_01386V6-1,Automatic,50,0.28,5.57,11.4,1.7,1.4,1.9,9.9,7.8,11.6,23/08/2016
BD_01386V6-2,Automatic,50,0.28,5.57,10.8,1.6,1.4,1.8,9.6,7.7,11.3,23/08/2016
BD_01386V6-3,Automatic,50,0.25,5.00,10.2,1.5,1.3,1.7,9.1,7.9,10.7,23/08/2016
BD_01387V6-1,Automatic,50,0.25,4.97,9.4,1.6,1.4,1.7,7.8,6.6,9.7,23/08/2016
BD_01387V6-2,Automatic,50,0.27,5.44,9.3,1.6,1.3,1.8,7.8,6.4,9.3,23/08/2016
BD_01387V6-3,Automatic,51,0.25,4.81,8.7,1.5,1.1,1.7,7.5,6.5,9.5,23/08/2016
BD_01388V6-1,Automatic,50,0.26,5.12,10.5,1.7,1.1,2.0,8.6,7.0,10.0,23/08/2016
BD_01388V6-2,Automatic,50,0.27,5.37,11.0,1.7,1.4,2.0,8.8,7.2,10.2,23/08/2016
BD_01388V6-3,Automatic,50,0.24,4.75,11.2,1.7,1.5,2.1,9.2,8.3,10.8,23/08/2016
BD_01389V6-1,Automatic,50,0.26,5.25,10.2,1.7,1.4,2.0,8.4,6.6,10.0,23/08/2016
BD_01389V6-2,Automatic,50,0.25,5.07,10.3,1.7,1.3,2.0,8.6,7.0,9.9,23/08/2016
BD_01389V6-3,Automatic,21,0.10,4.67,9.6,1.6,1.3,1.8,8.1,6.8,10.0,23/08/2016
BD_01390V6-1,Automatic,50,0.25,4.93,9.3,1.5,1.3,1.6,8.5,7.2,9.9,23/08/2016
BD_01390V6-2,Automatic,50,0.23,4.55,8.8,1.4,1.3,1.7,8.1,6.9,9.2,23/08/2016
BD_01390V6-3,Automatic,50,0.21,4.27,8.8,1.4,1.1,1.6,8.2,7.3,9.7,23/08/2016
BD_01391V6-1,Automatic,50,0.28,5.55,10.7,1.7,1.1,2.0,8.7,7.0,10.4,23/08/2016
BD_01391V6-2,Automatic,50,0.28,5.55,11.6,1.7,1.5,1.9,9.3,8.0,11.6,23/08/2016
BD_01391V6-3,Automatic,50,0.28,5.69,11.2,1.7,1.4,1.9,9.0,7.4,10.5,23/08/2016
BD_01391V6-3sep-15,Automatic,73,0.26,3.57,9.7,1.5,0.3,4.8,8.8,2.2,10.8,23/08/2016
BD_01392V6-1,Automatic,51,0.28,5.44,10.6,1.7,1.5,2.1,8.4,6.6,10.4,23/08/2016
BD_01392V6-2,Automatic,49,0.25,5.08,10.2,1.7,1.4,1.8,8.2,7.1,9.7,23/08/2016
BD_01392V6-3,Automatic,50,0.27,5.32,9.9,1.7,1.5,1.8,8.1,6.9,10.0,23/08/2016
BD_01393V6-1,Automatic,51,0.27,5.22,9.7,1.6,1.1,1.8,8.0,6.2,9.3,23/08/2016
BD_01393V6-2,Automatic,50,0.28,5.51,9.9,1.7,1.3,1.9,8.0,6.8,9.5,23/08/2016
BD_01393V6-3,Automatic,50,0.26,5.10,10.1,1.6,1.4,1.8,8.5,7.3,9.6,23/08/2016
BD_01394V6-1,Automatic,50,0.23,4.68,9.5,1.6,1.4,1.8,8.0,7.0,8.9,23/08/2016
BD_01394V6-2,Automatic,50,0.23,4.55,9.5,1.6,1.4,1.8,8.2,7.1,9.8,23/08/2016
BD_01394V6-3,Automatic,50,0.23,4.56,9.0,1.5,1.3,1.7,7.7,6.7,9.0,23/08/2016
BD_01395V6-1,Automatic,50,0.23,4.63,8.7,1.5,1.2,1.6,8.0,6.8,9.1,23/08/2016
BD_01395V6-2,Automatic,50,0.24,4.76,8.7,1.4,1.2,1.6,8.0,6.6,9.8,23/08/2016
BD_01395V6-3,Automatic,50,0.24,4.89,8.8,1.4,1.3,1.6,8.2,7.1,9.4,23/08/2016
BD_01396V6-1,Automatic,50,0.25,5.02,9.0,1.4,1.2,1.5,8.3,7.0,9.3,23/08/2016
BD_01396V6-2,Automatic,53,0.28,5.25,9.1,1.4,1.2,1.6,8.1,6.8,9.2,23/08/2016
BD_01396V6-3,Automatic,50,0.24,4.89,8.8,1.4,1.1,1.7,8.3,7.0,9.8,23/08/2016
BD_01397V6-1,Automatic,50,0.23,4.54,9.1,1.5,1.2,1.6,8.3,6.3,10.1,23/08/2016
BD_01397V6-2,Automatic,49,0.23,4.63,9.2,1.5,1.3,1.6,8.5,7.1,10.3,23/08/2016
BD_01397V6-3,Automatic,50,0.23,4.69,8.7,1.4,1.1,1.8,8.1,6.7,9.6,23/08/2016
BD_01398V6-1,Automatic,51,0.28,5.42,10.8,1.7,1.2,2.0,9.0,6.7,11.1,23/08/2016
BD_01398V6-2,Automatic,51,0.27,5.33,11.5,1.7,0.8,2.0,9.4,1.3,11.3,23/08/2016
BD_01398V6-3,Automatic,52,0.31,5.98,11.5,1.8,1.5,2.0,9.4,7.6,10.9,23/08/2016
