RIL	median_length	median_width	median_depth	median_circularity	median_volume	median_crease_depth	median_surface_area	median_z	median_geometry_ratio	median_grain_count	se_length	se_width	se_depth	se_circularity	se_volume	se_crease_depth	se_surface_area	se_z	se_geometry_ratio	se_grain_count
91	4.5287999999999995	1.3641589225802904	0.8594714109699961	0.48265244731993207	2.0674074629120005	0.443423949712134	15.022055253333301	847.3864277203049	0.41546525100745474	11	0.12407396354494393	0.042766541256234886	0.027749417789725825	0.008118274836771055	0.09453272258794726	0.0201825841577999	0.35137568440753136	72.86617023063415	0.010586522347717096	0
92	4.2623999999999995	1.21203572951498	0.773291528380237	0.517094776884056	1.7396752588799997	0.391736087819585	12.7510485333333	842.9633238788799	0.42481553220713025	19	0.06354351981464346	0.011781061718859046	0.011106103654923571	0.0063888919765102276	0.05127612192311148	0.008540713020706725	0.2640757457683479	31.77073929541663	0.011614642167581533	0
93	4.6768	1.4231376786714698	0.7961827891461307	0.49578896699383007	2.075706450432	0.41903522192534504	15.66924544	1037.389683570749	0.43624445062438555	7	0.12228786824983262	0.03715888674898705	0.024623936879287694	0.009901605454886738	0.08763905442021494	0.011846974606598224	0.48932163289111424	68.50004019305514	0.03372419514924429	0
94	4.6768	1.5153348352054496	0.749957601438436	0.5001119456673498	2.23787385344	0.359689136116877	16.08045653333329	812.75581160651	0.5159537717052298	15	0.11472034535380043	0.013755191505863927	0.030349778038401564	0.006440338821396463	0.08140581195027233	0.019026201470283624	0.45664917871057487	59.20482620070508	0.03360234052506027	0
95	4.484400000000001	1.344477090751305	0.7021521168600984	0.5210934836879105	1.8825993845760003	0.3522087079218935	14.3368981333333	854.5701644424889	0.5233699292891412	22	0.08412665214392231	0.01844119634170247	0.01389716192661154	0.007847729288472119	0.05783190696946951	0.01243832450451501	0.39322867124708566	45.71802491970517	0.014804920019888217	0
96	4.558400000000001	1.2822181572229	0.7012569832299594	0.5091699855631069	1.7531351792640002	0.33988353222446854	13.878958506666649	1018.6845768016715	0.5588024286555817	6	0.07743919191497572	0.014260196249228339	0.016627501213385642	0.005411913153816041	0.07324022859765426	0.006572019151158491	0.3249034550231815	50.286338783783876	0.013650667639031283	0
97	4.1736	1.39597210374059	0.977671688129716	0.5177730048479249	2.36767520512	0.473871736171176	16.9472708266667	1175.741181365026	0.2729396953948802	3	0.2725415523874801	0.03172350519641207	0.11922616460707769	0.013400472290589164	0.15058101939567956	0.049177790615395116	0.4964045320944057	150.05221519222584	0.1368251370453218	0
98	4.6472	1.3542970456664	0.7162120738642258	0.5172903680356559	2.2902352778240003	0.3618100649697771	14.7393476266667	876.3169606375411	0.4938710589726119	7	0.14810064605039444	0.031015067345772713	0.032597913791018784	0.015069460131368846	0.19346060664339018	0.020224257763509036	1.078319569302051	68.47172719812527	0.03430559385530125	0
100	4.5287999999999995	1.3725450411178102	0.6714206911264919	0.5390252574489182	1.8776718607360001	0.30616674695442003	13.6201992533333	972.2956415513481	0.5397037782439831	15	0.14255687168106654	0.02835899923383806	0.018683618387868094	0.006680324597753431	0.06887297926019278	0.008085020317400942	0.4007538343504776	39.85764578602627	0.03357514678309009	0
101	4.499200000000001	1.251588596797645	0.774630972641302	0.5077822351717987	1.9295534999039998	0.406077889628074	14.908738560000003	833.0092031805721	0.47435609943819224	20	0.07369089124601208	0.017025434073480204	0.018774475169758397	0.007122148944795854	0.054315719586772	0.01302053729388422	0.3017386017163956	58.71587491215906	0.02038186701347709	0
102	4.2623999999999995	1.3823369516118702	0.6543878947651509	0.5235131738313828	1.796367717376	0.311445920933813	13.2031470933333	737.2635395801138	0.5023378941344958	23	0.05148557260326727	0.01315469630358641	0.012416716496074308	0.00433420091774945	0.035360831440572595	0.006448120967549045	0.2469194934513082	46.704709361126206	0.016940872394261168	0
103	4.0847999999999995	1.3678505718027902	0.7077481680550539	0.49276548549073396	1.762782752256	0.3586493160007119	14.023232853333301	921.2610275788701	0.4952353789686458	9	0.09344438895493141	0.04938270832544194	0.010827230181163307	0.008925287417614537	0.05407157236613725	0.011472335981978386	0.40600148061705	54.56093763059801	0.021639240564352107	0
